"1970-01-01 00:00:00",125,0,0,0,0,0
"1970-01-01 00:10:00",131,0,0,0,0,0
"1970-01-01 00:20:00",128,0,0,0,0,0
"1970-01-01 00:30:00",129,0,0,0,0,0
"1970-01-01 00:40:00",129,0,0,0,0,0
"1970-01-01 00:50:00",128,0,0,0,0,0
"1970-01-01 01:00:00",131,0,0,0,0,0
"1970-01-01 01:10:00",127,0,0,0,0,0
"1970-01-01 01:20:00",130,0,0,0,0,0
"1970-01-01 01:30:00",131,0,0,0,0,0
"1970-01-01 01:40:00",127,0,0,0,0,0
"1970-01-01 01:50:00",130,0,0,0,0,0
"1970-01-01 02:00:00",130,0,0,0,0,0
"1970-01-01 02:10:00",127,0,0,0,0,0
"1970-01-01 02:20:00",131,0,0,0,0,0
"1970-01-01 02:30:00",128,0,0,0,0,0
"1970-01-01 02:40:00",129,0,0,0,0,0
"1970-01-01 02:50:00",130,0,0,0,0,0
"1970-01-01 03:00:00",126,0,0,0,0,0
"1970-01-01 03:10:00",131,0,0,0,0,0
"1970-01-01 03:20:00",128,0,0,0,0,0
"1970-01-01 03:30:00",129,0,0,0,0,0
"1970-01-01 03:40:00",129,0,0,0,0,0
"1970-01-01 03:50:00",130,0,0,0,0,0
"1970-01-01 04:00:00",125,0,0,0,0,0
"1970-01-01 04:10:00",129,0,0,0,0,0
"1970-01-01 04:20:00",128,0,0,0,0,0
"1970-01-01 04:30:00",130,0,0,0,0,0
"1970-01-01 04:40:00",129,0,0,0,0,0
"1970-01-01 04:50:00",128,0,0,0,0,0
"1970-01-01 05:00:00",131,0,0,0,0,0
"1970-01-01 05:10:00",131,0,0,0,0,0
"1970-01-01 05:20:00",126,0,0,0,0,0
"1970-01-01 05:30:00",132,0,0,0,0,0
"1970-01-01 05:40:00",127,0,0,0,0,0
"1970-01-01 05:50:00",130,0,0,0,0,0
"1970-01-01 06:00:00",130,0,0,0,0,0
"1970-01-01 06:10:00",128,0,0,0,0,0
"1970-01-01 06:20:00",128,0,0,0,0,0
"1970-01-01 06:30:00",128,0,0,0,0,0
"1970-01-01 06:40:00",130,0,0,0,0,0
"1970-01-01 06:50:00",129,0,0,0,0,0
"1970-01-01 07:00:00",128,0,0,0,0,0
"1970-01-01 07:10:00",129,0,0,0,0,0
"1970-01-01 07:20:00",127,0,0,0,0,0
"1970-01-01 07:30:00",129,0.496124031007752,1.36429944825032,0.120588173928358,0.257519726420536,0.734728335594968
"1970-01-01 07:40:00",129,6.72868217054264,11.3225107211699,1.00077801387458,4.74847188733041,8.70889245375486
"1970-01-01 07:50:00",131,17.7709923664122,19.7225231984989,1.72977971322124,14.3488300760356,21.1931546567889
"1970-01-01 08:00:00",127,39.1889763779528,38.9047947188838,3.4659145843056,32.3300333066015,46.0479194493041
"1970-01-01 08:10:00",127,59.4566929133858,60.7811264442633,5.41481311277663,48.7409369479276,70.1724488788441
"1970-01-01 08:20:00",129,80.0852713178295,74.8079866023416,6.61215432667852,67.0019942970016,93.1685483386573
"1970-01-01 08:30:00",128,115.671875,97.5734013529036,8.658239283637,98.5387819694076,132.804968030592
"1970-01-01 08:40:00",131,150.259541984733,126.509749565689,11.0956390377111,128.308147126612,172.210936842853
"1970-01-01 08:50:00",129,184.68992248062,147.445318171772,13.0324480416835,158.902997438515,210.476847522725
"1970-01-01 09:00:00",128,240.484375,181.375105479763,16.0944380493502,208.636386587881,272.332363412119
"1970-01-01 09:10:00",129,308.728682170543,209.410584734944,18.5094555647898,272.104561998124,345.352802342961
"1970-01-01 09:20:00",131,348.93893129771,229.396155682535,20.1193737939571,309.135156413881,388.742706181539
"1970-01-01 09:30:00",127,466.669291338583,309.586745930511,27.5801793990049,412.088927110325,521.249655566841
"1970-01-01 09:40:00",130,649.269230769231,391.259302357879,34.4484607369326,581.112107507448,717.426354031013
"1970-01-01 09:50:00",126,723.619047619048,396.67431189111,35.479629052659,653.400458367518,793.837636870578
"1970-01-01 10:00:00",128,915.4375,453.734820574281,40.2624546585341,835.765368206605,995.109631793395
"1970-01-01 10:10:00",129,996.565891472868,484.307250825877,42.807117654599,911.864695604135,1081.2670873416
"1970-01-01 10:20:00",129,919.527131782946,502.21196778476,44.3896860017054,831.694554057917,1007.35970950797
"1970-01-01 10:30:00",130,902.307692307692,528.017233776679,46.4893252034226,810.327423800377,994.287960815007
"1970-01-01 10:40:00",127,988.48031496063,581.20083475827,51.7774856326776,886.014193048569,1090.94643687269
"1970-01-01 10:50:00",128,959.8671875,540.858378294684,47.9934202652031,864.896869942013,1054.83750505799
"1970-01-01 11:00:00",131,776.931297709924,582.856007958156,51.1198535880983,675.79678104191,878.065814377937
"1970-01-01 11:10:00",129,867.581395348837,703.986080491769,62.2241664220835,744.460251094003,990.702539603671
"1970-01-01 11:20:00",127,936.795275590551,760.101876406831,67.7152571561513,802.788772372293,1070.80177880881
"1970-01-01 11:30:00",129,759.782945736434,698.695569897491,61.7565469324394,637.587066534575,881.978824938293
"1970-01-01 11:40:00",130,647.476923076923,657.846559892618,57.920159988065,532.88046799014,762.073378163706
"1970-01-01 11:50:00",127,581.44094488189,645.526002495262,57.5080270378822,467.63424999544,695.24763976834
"1970-01-01 12:00:00",132,435.25,468.52672086866,40.9353696677042,354.270074105706,516.229925894294
"1970-01-01 12:10:00",127,435.992125984252,456.264673537696,40.6472877634838,355.552338449665,516.431913518839
"1970-01-01 12:20:00",128,319.8515625,301.640947580699,26.7663058342178,266.885873643419,372.817251356581
"1970-01-01 12:30:00",129,290.108527131783,235.906040628139,20.8513451313782,248.850578340417,331.366475923149
